ID,ชนิด,รหัสสินค้า,"GTIN, UPC, EAN, or ISBN",ชื่อ,เผยแพร่แล้ว,เป็นรายการเด่นหรือไม่,การมองเห็นในแค็ตตาล็อก,คำอธิบายแบบย่อ,คำอธิบาย,วันเริ่มต้นลดราคา,วันสิ้นสุดการลดราคา,สถานะภาษี,กลุ่มภาษี,มีสินค้าในคลังสินค้า?,คลังสินค้า,สินค้าคงคลังเหลือน้อย,อนุญาตให้จองสินค้าหรือไม่,"จำกัดการขายแค่ 1 ชิ้นหรือไม่?","น้ำหนัก (กก.)","ยาว (เซนติเมตร)","กว้าง (เซนติเมตร)","สูง (เซนติเมตร)",เปิดให้ผู้ใช้รีวิวสินค้า?,บันทึกในการสั่งซื้อ,ราคาที่ลด,ราคาปกติ,หมวดหมู่,ป้ายกำกับ,ประเภทการจัดส่ง,ไฟล์รูปภาพ,ลิมิตจำนวนดาวน์โหลด,วันหมดอายุดาวน์โหลด,หลัก,สินค้ากลุ่ม,Up-sells,Cross-sells,"URL ภายนอก",ข้อความของปุ่ม,ตำแหน่ง,แบรนด์,"Product Swatch Type","Product Swatch Type Options","Product Brands","ชื่อคุณสมบัติ 1","ค่าคุณสมบัติ 1 ","คุณสมบัติภายนอกที่เห็นได้ 1","คุณสมบัติทั่วไป 1"
\n
\n• ท่อหด ใช้หุ้มจุดต่อสายไฟ ยี่ห้อ WOER
\n
\n• อัตราส่วนการหด 2:1 (การหดตัวสูงสุด สามารถหดถึงครึ่งหนึ่งของเส้นผ่านศูนย์กลาง)
\n
\n• เป็นฉนวนไฟฟ้าอย่างดี ไม่ต้องกลัวไฟรั่วไฟดูด ปลอดภัย
\n
\n• ระยะยาวไม่ต้องกลัวหลุดเหมือนพันเทป
\n
\n• ใช้งานง่าย เก็บงานได้สวยงาม
\n
\n• เพียงให้ความร้อนท่อจะหดตัวหุ้มจุดที่ต้องการได้ง่าย ๆ ไม่ว่าจะใช้หุ้มสายไฟที่ชำรุด หุ้มจุดต่อสายไฟ หุ้มขั้วต่อไฟฟ้า และอื่น ๆ ตามต้องการ
\n
\n• วัสดุ ทำมาจาก Polyolefin เป็นมิตรกับสิ่งแวดล้อม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,,,,,0,,,,"เครื่องเสียงกลางแจ้ง > MIXING CONSOLE",,,"https://sahakhun.com/wp-content/uploads/2025/11/8B100m.jpg, https://sahakhun.com/wp-content/uploads/2025/11/8BL100m.jpg, https://sahakhun.com/wp-content/uploads/2025/11/8C100m.jpg, https://sahakhun.com/wp-content/uploads/2025/11/8G100m.jpg, https://sahakhun.com/wp-content/uploads/2025/11/8R100m.jpg, https://sahakhun.com/wp-content/uploads/2025/11/8Y100m.jpg",,,,,,,,,0,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:6:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""e45bfefbe156a7ebd8e72fa98c56032b"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""891cdd19e70912647c25bfadbe82f37f"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""5346afe77c2c1ce6bd34da0f3e8e4735"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""050f26cbbaaa03ce827c3818edf942b6"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""fc18b653491657bc5b61dac76e1d02f3"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,"ดำ, น้ำเงิน, ใส, เขียว, แดง, เหลือง",1,0
4752,variation,949HS8B,,"ท่อหด 8.0 มิล WOER ขดละ 100 เมตร - ดำ",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,615,,,,https://sahakhun.com/wp-content/uploads/2025/11/8B100m.jpg,,,949HS8,,,,,,1,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:6:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""e45bfefbe156a7ebd8e72fa98c56032b"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""891cdd19e70912647c25bfadbe82f37f"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""5346afe77c2c1ce6bd34da0f3e8e4735"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""050f26cbbaaa03ce827c3818edf942b6"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""fc18b653491657bc5b61dac76e1d02f3"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,ดำ,,0
4753,variation,949HS8BL,,"ท่อหด 8.0 มิล WOER ขดละ 100 เมตร - น้ำเงิน",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,615,,,,https://sahakhun.com/wp-content/uploads/2025/11/8BL100m.jpg,,,949HS8,,,,,,2,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:6:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""e45bfefbe156a7ebd8e72fa98c56032b"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""891cdd19e70912647c25bfadbe82f37f"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""5346afe77c2c1ce6bd34da0f3e8e4735"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""050f26cbbaaa03ce827c3818edf942b6"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""fc18b653491657bc5b61dac76e1d02f3"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,น้ำเงิน,,0
4754,variation,949HS8C,,"ท่อหด 8.0 มิล WOER ขดละ 100 เมตร - ใส",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,615,,,,https://sahakhun.com/wp-content/uploads/2025/11/8C100m.jpg,,,949HS8,,,,,,3,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:6:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""e45bfefbe156a7ebd8e72fa98c56032b"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""891cdd19e70912647c25bfadbe82f37f"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""5346afe77c2c1ce6bd34da0f3e8e4735"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""050f26cbbaaa03ce827c3818edf942b6"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""fc18b653491657bc5b61dac76e1d02f3"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,ใส,,0
4755,variation,949HS8G,,"ท่อหด 8.0 มิล WOER ขดละ 100 เมตร - เขียว",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,615,,,,https://sahakhun.com/wp-content/uploads/2025/11/8G100m.jpg,,,949HS8,,,,,,4,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:6:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""e45bfefbe156a7ebd8e72fa98c56032b"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""891cdd19e70912647c25bfadbe82f37f"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""5346afe77c2c1ce6bd34da0f3e8e4735"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""050f26cbbaaa03ce827c3818edf942b6"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""fc18b653491657bc5b61dac76e1d02f3"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,เขียว,,0
4756,variation,949HS8R,,"ท่อหด 8.0 มิล WOER ขดละ 100 เมตร - แดง",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,615,,,,https://sahakhun.com/wp-content/uploads/2025/11/8R100m.jpg,,,949HS8,,,,,,5,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:6:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""e45bfefbe156a7ebd8e72fa98c56032b"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""891cdd19e70912647c25bfadbe82f37f"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""5346afe77c2c1ce6bd34da0f3e8e4735"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""050f26cbbaaa03ce827c3818edf942b6"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""fc18b653491657bc5b61dac76e1d02f3"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,แดง,,0
4757,variation,949HS8Y,,"ท่อหด 8.0 มิล WOER ขดละ 100 เมตร - เหลือง",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,615,,,,https://sahakhun.com/wp-content/uploads/2025/11/8Y100m.jpg,,,949HS8,,,,,,6,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:6:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""e45bfefbe156a7ebd8e72fa98c56032b"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""891cdd19e70912647c25bfadbe82f37f"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""5346afe77c2c1ce6bd34da0f3e8e4735"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""050f26cbbaaa03ce827c3818edf942b6"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""fc18b653491657bc5b61dac76e1d02f3"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,เหลือง,,0
4764,variable,949HS5,,"ท่อหด 5.0 มิล WOER ขดละ 100 เมตร",1,0,visible,,"รายละเอียดสินค้า
\n
\n• ท่อหด ใช้หุ้มจุดต่อสายไฟ ยี่ห้อ WOER
\n
\n• อัตราส่วนการหด 2:1 (การหดตัวสูงสุด สามารถหดถึงครึ่งหนึ่งของเส้นผ่านศูนย์กลาง)
\n
\n• เป็นฉนวนไฟฟ้าอย่างดี ไม่ต้องกลัวไฟรั่วไฟดูด ปลอดภัย
\n
\n• ระยะยาวไม่ต้องกลัวหลุดเหมือนพันเทป
\n
\n• ใช้งานง่าย เก็บงานได้สวยงาม
\n
\n• เพียงให้ความร้อนท่อจะหดตัวหุ้มจุดที่ต้องการได้ง่าย ๆ ไม่ว่าจะใช้หุ้มสายไฟที่ชำรุด หุ้มจุดต่อสายไฟ หุ้มขั้วต่อไฟฟ้า และอื่น ๆ ตามต้องการ
\n
\n• วัสดุ ทำมาจาก Polyolefin เป็นมิตรกับสิ่งแวดล้อม
\n
